학년군,교과,영역,"핵심
아이디어",내용요소 (지식/이해만),성취기준 코드,성취기준,성취수준(A),성취수준(B),성취수준(C),해설
3~4,과학,지구와 우주,,⋅태양계 행성,[4과13-02],"태양계 구성원을 알고, 태양과 행성을 조사할 수 있다.","태양계 구성원을 알고, 태양과 행성의 표면적 특징을 조사하여 태양계 행성 모형을 만들 수 있다.","태양계 구성원을 알고, 태양계 행성의 특징을 말할 수 있다.",태양계 구성원을 조사할 수 있다.,"[4과13-02] 태양계를 구성하는 행성들의 표면적인 특징 위주로 조사하고, 태양과 행성의 실제 크기나 태양에서 행성까지의 실제 거리, 행성의 질량, 자전 속도, 대기 성분 등과 같은 구체적인 물리량은 다루지 않는다."
3~4,과학,지구와 우주,,⋅별과 별자리,[4과13-03],"별의 정의를 알고, 북극성 주변의 별자리를 관찰할 수 있다.","별의 정의를 행성과 비교하여 설명하고, 북극성 주변의 별자리를 관찰하여 별자리 이름을 말할 수 있다.","별의 정의를 설명하고, 북극성 주변의 별자리 이름을 말할 수 있다.",별이 행성과 다르다는 것을 말할 수 있다.,"[4과13-03] 별의 정의는 행성과 비교하여 스스로 빛을 내는 천체라는 수준에서만 다룬다. 별자리는 학생들이 쉽게 관찰할 수 있는 북극성 주변의 별자리를 다루며, 계절별 별자리와 관련짓지 않는다."
3~4,과학,생명,"⋅생물은 세포로 이루어져 있고, 여러 구성 단계가 유기적으로 연관되어 있으며, 조화로운 작용을 통해 건강한 몸을 유지한다.
⋅식물은 광합성으로 양분을 만들며, 생물은 호흡을 통해 생명 활동에 필요한 에너지를 얻는다.
⋅동물은 다양한 감각 기관을 통해 자극을 받아들이고, 신경계와 호르몬의 작용을 통해 반응한다.
⋅생물은 생식을 통해 자손을 생산하고, 생물의 형질은 유전자에 의해 자손에게 전달되며, 생물의 유전 현상은 사람의 가계에서도 관찰된다.
⋅우리 주변의 다양한 생물은 환경과 영향을 주고받으며 밀접한 관계를 맺고 있으며, 생물다양성은 생태계와 인간의 삶과도 밀접하게 관련되어 있다.",⋅생물 요소와 비생물 요소,[4과14-01],생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소로 분류할 수 있다.,"생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소로 분류하고, 양분을 얻는 방법에 따라 생물 요소를 분류하여 설명할 수 있다.","생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소가 있음을 알고, 생물 요소가 양분을 얻는 방법이 다르다는 것을 말할 수 있다.",생태계의 구성 요소를 조사하여 이를 말할 수 있다.,"[4과14-01] 숲, 바다, 강 등 다양한 생태계를 다루고, 각 생태계에서 생물 요소와 비생물 요소를 분류할 수 있게 한다."
3~4,과학,생명,,⋅먹이사슬과 먹이그물,[4과14-02],생물 요소들의 먹고 먹히는 관계를 조사하여 먹이그물로 표현할 수 있다.,"생물 요소들의 먹고 먹히는 관계를 조사하여 먹이 관계 모형의 특징을 이해하고, 이를 먹이그물로 표현할 수 있다.","생물 요소들의 먹고 먹히는 관계를 조사하여, 이를 먹이사슬로 표현할 수 있다.","생물 요소의 먹고 먹히는 관계가 있음을 알고, 먹고 먹히는 관계의 한 예를 말이나 글로 표현할 수 있다.",[4과14-02] 생태계에서 다양한 먹이 관계를 알아보고 먹이 관계가 복잡할수록 생물이 생존하는 데 유리함을 이해하게 한다.
3~4,과학,생명,,"⋅환경오염이 생물에 미치는 영
",[4과14-03],"인간 활동이 생태계에 미치는 영향을 조사하고, 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천할 수 있다.","인간 활동이 생태계에 미치는 영향을 조사하고, 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천함으로써 생태계 보전의 중요성을 알고 생태계를 소중히 여기는 태도를 가진다.","인간 활동이 생태계에 미치는 영향을 조사하고, 생태계 보전을 위한 실천 방법을 탐색할 수 있다.",인간 활동이 생태계에 영향을 미친다는 것을 말할 수 있다.,"[4과14-03] 대기오염, 수질오염, 토양오염 등의 환경오염에 관한 사례를 중심으로 다루고, 생태계 보전을 위해 우리가 해야 할 일을 조사하여 실천함으로써 생태계 보전에 대한 의식을 가지게 한다."
3~4,과학,물질,"⋅물질은 여러 가지 상태로 존재하며, 구성 입자의 운동에 따라 물질의 상태와 물리적 성질이 변한다.
⋅물질의 상태 변화 및 화학 반응에는 에너지 출입이 수반되며, 이는 일상생활에 유용하게 활용된다.
⋅물질은 서로 구분할 수 있는 고유한 특성을 가지며, 물질의 특성은 일상생활의 다양한 혼합물 분리에 이용된다.
⋅화학 반응을 통해 물질은 다른 물질로 변하며, 화학 반응의 규칙성은 새로운 물질의 생성 원리가 된다.",⋅기체의 무게,[4과15-01],실험을 통해 기체가 무게가 있음을 설명할 수 있다.,"기체가 무게가 있음을 알아보는 실험을 수행하고, 실험 결과를 바탕으로 기체는 무게가 있음을 설명할 수 있다.",기체가 무게가 있음을 알아보는 실험을 수행할 수 있다.,기체가 무게가 있음을 말할 수 있다.,[4과15-01] 부피가 같은 용기에 공기를 1기압으로 담은 상태와 이 상태에서 공기를 넣거나 뺀 상태의 무게를 비교하는 실험을 바탕으로 기체가 무게가 있음을 설명한다.
3~4,과학,물질,,⋅온도와 압력에 따른 기체의 부피 변화,[4과15-02],"온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고, 우리 주변에서 예를 찾을 수 있다.","온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고, 우리 주변에서 관련된 사례를 찾아 설명할 수 있다.",온도나 압력에 따라 기체의 부피가 달라지는 현상을 관찰하고 설명할 수 있다.,온도나 압력에 따라 기체의 부피가 달라짐을 말할 수 있다.,"[4과15-02] 온도를 높일 때와 낮출 때 공기의 부피 변화, 압력을 높일 때와 낮출 때 공기의 부피 변화를 관찰하도록 한다. 온도나 압력에 따라 기체의 부피가 어떻게 변하는지를 정성적으로 이해하도록 하고, 입자 모형으로 기체의 부피가 변하는 까닭은 설명하지 않는다."
3~4,과학,물질,,⋅온도와 압력에 따른 기체의 부피 변화,[4과15-03],"일상생활에서 이용되는 기체의 종류와 성질을 조사하고, 여러 가지 기체에 대해 흥미를 느낄 수 있다.","일상생활에서 이용하는 기체의 종류와 성질을 조사하여 설명하고, 여러 가지 기체에 흥미를 가진다.","일상생활에서 이용하는 기체의 종류를 조사하고, 여러 가지 기체에 흥미를 가진다.",일상생활에서 여러 가지 기체가 이용되고 있음을 말할 수 있다.,
3~4,과학,물질,,⋅온도와 압력에 따른 기체의 부피 변화,[4과15-04],기체의 성질을 이용하여 작동시킬 수 있는 장치를 설계하고 만들 수 있다.,"기체의 성질을 이해하고, 이를 이용하여 작동시킬 수 있는 장치를 설계하고 만들 수 있다.","기체의 성질을 이해하고, 이를 이용하여 작동시킬 수 있는 장치를 설계할 수 있다.",기체의 성질을 이용하여 작동시킬 수 있는 장치를 통해 기체의 성질을 말할 수 있다.,
3~4,과학,과학과 사회,"⋅과학 탐구를 통해 얻은 과학기술은 질병의 발생 원인 규명과 예방법 마련 등 인류 복지에 기여하고, 인류가 처한 여러 가지 재난 상황 극복에 활용된다.
⋅과학기술은 자원과 에너지 등의 효율적 이용 방안을 제공하여 지속가능한 사회에 기여한다.
⋅과학기술의 발달은 미래 사회의 모습과 직업에 영향을 미치며, 개인은 이러한 미래 사회의 모습과 새로운 진로를 탐색하며 자신의 삶을 준비한다.",⋅기후변화 사례,[4과16-01],"기후변화 현상의 예를 알고, 기후변화가 인간의 활동과 관련되어 있음을 토의할 수 있다.","다양한 기후변화 현상의 예를 알고, 기후변화에 영향을 주는 인간의 활동을 찾아 증거에 기반하여 토의할 수 있다.","기후변화 현상의 예를 알고, 기후변화와 인간의 활동 사이의 관계를 조사할 수 있다.",기후변화에 따른 현상을 찾아 말할 수 있다.,"[4과16-01] 기후변화의 과학적 원인은 다루지 않으며 기온, 강수량 등 기후요소가 평년값에 비해 현저히 높거나 낮은 사례(가뭄, 폭설, 폭염, 한파, 홍수 등)를 탐구하도록 한다."
3~4,과학,과학과 사회,,⋅기후변화 사례,[4과16-02],"기후변화의 심각성에 관심을 가지고, 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다.","기후변화의 심각성에 관심을 가지고, 해수면 상승으로 인한 피해 모형실험을 통해 기후변화가 우리 생활과 환경에 미치는 영향을 설명할 수 있다.","기후변화에 관심을 가지고, 기후변화가 우리 생활과 환경에 미치는 영향을 해수면 상승과 관련지어 말할 수 있다.",해수면 상승이 기후변화와 관련이 있다는 것을 말할 수 있다.,"[4과16-02] 인간의 삶에 부정적인 영향을 미치는 기후변화 현상의 사례를 모형이나 실험 활동을 통해 알아보고, 이에 기반하여 기후변화로 인한 인간의 피해를 예측하고 설명할 수 있도록 한다."
3~4,과학,과학과 사회,,⋅기후위기 대응,[4과16-03],"기후변화 대응 방법을 조사하고, 생활 속에서 기후변화 대응 방법을 실천할 수 있다.","지속가능한 사회에 관심을 가지고, 기후변화 대응 방법을 조사하여 생활 속에서 대응 방법을 실천한다.","지속가능한 사회에 관심을 가지고, 생활 속에서 실천할 수 있는 기후변화 대응 방법을 조사할 수 있다.",생활 속에서 실천할 수 있는 기후변화 대응 방법을 조사할 수 있다.,
3~4,체육,운동,"⋅운동은 체력과 건강을 관리하는 주요 방법으로, 생애 전반에 걸쳐 건강한 삶의 토대가 된다.
⋅체력은 건강의 기초가 되며, 건강은 신체적 특성에 맞는 운동과 생활 습관을 계획하고 관리함으로써 증진된다.
⋅인간은 생활 속에서 운동을 즐기고, 심신의 건강을 유지하며, 행복한 삶을 영위한다.",,[4체01-01],운동과 체력의 의미를 이해하고 관계를 파악한다.,"운동이 신체 변화와 체력 증진에 미치는 영향을 명확하게 알고, 운동 전후의 다양한 신체 변화 및 체력 증진의 사례를 들어 구체적으로 설명할 수 있다.","운동이 신체 변화와 체력 증진에 미치는 영향을 대략적으로 알고, 운동 전후의 신체 변화 및 체력 증진 중 일부를 사례를 들어 설명할 수 있다.","운동이 신체 변화나 체력 증진에 미치는 영향을 대략적으로 알고, 운동 전후의 체력 변화 중 일부를 제시할 수 있다.",[4체01-01]은 운동이 신체 변화와 체력 증진에 미치는 영향을 이해하기 위해 설정하였다. 운동과 체력의 의미를 이해하고 운동 전후의 신체 및 체력의 변화와 특성을 파악하여 운동의 중요성을 인식하도록 한다.
3~4,체육,운동,,,[4체01-02],기본 체력운동의 방법과 절차를 익히며 자신의 수준에 맞는 운동을 시도한다.,"체력 증진을 위한 기본 운동 방법과 절차를 명확하게 알고 수행하며, 자신의 신체 특성과 체력 수준에 맞는 다양한 운동을 시도할 수 있다.","체력 증진을 위한 기본 운동 방법과 절차를 대략적으로 알고 수행하고, 자신의 신체 특성과 체력 수준에 맞는 운동을 시도할 수 있다.","체력 증진을 위한 기본 운동 방법을 대략적으로 알고 수행하고, 자신의 신체 특성이나 체력 수준에 맞는 운동을 부분적으로 시도할 수 있다.","[4체01-02]는 체력 증진을 위한 기본 운동 방법과 절차를 체험하며 자신의 신체 특성과 체력 수준에 맞게 운동하기 위해 설정하였다. 준비 운동, 본 운동, 정리 운동의 단계별 목적과 주안점을 파악하면서 운동 방법과 절차를 익히고, 자신의 신체 특성과 체력 수준에 적합한 운동을 선택하여 안전하게 시도하도록 한다."
3~4,체육,운동,,,[4체01-03],운동과 건강의 의미를 이해하고 관계를 파악한다.,"건강의 의미와 운동이 건강을 유지ㆍ증진하는 데 미치는 영향을 명확하게 알고, 운동의 필요성을 다양한 사례를 들어 구체적으로 설명할 수 있다.","건강의 의미와 운동이 건강을 유지ㆍ증진하는 데 미치는 영향을 대략적으로 알고, 운동의 필요성 중 일부를 사례를 들어 설명할 수 있다.","운동이 건강에 미치는 영향을 대략적으로 알고, 운동의 필요성 중 일부를 제시할 수 있다.","[4체01-03]은 운동과 건강의 관계를 이해하기 위해 설정하였다. 건강의 의미와 운동이 건강을 유지, 증진하는 데 미치는 영향을 탐색하고 운동의 필요성을 파악하도록 한다."
